name,id,location,type,typecode,pname,cityname,adname,address,pcode,citycode,adcode
公共厕所(榆林堡村市场),B0H1SCJFEX,"115.883406,40.369828",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,榆林堡村市场西北角,110000,010,110119
停车住宿,B0GK6AQFQO,"115.769992,40.425368",住宿服务;旅馆招待所;旅馆招待所,100200,河北省,张家口市,怀来县,京银路京哈石油(加油站)西南侧约260米,130000,0313,130730
东花园村,B01390PMPG,"115.802433,40.342482",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
弘程民宿大美庭院,B0FFM45IZY,"115.828839,40.456140",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,张山营镇西五里营村大正北街南101号,110000,010,110119
北园子,B000A8034W,"115.879705,40.377543",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
北京木子村农家院,B0FFFAKJOR,"115.892775,40.374912",住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所|餐饮服务;中餐厅;中餐厅,100000|080500|050100,北京市,北京市,延庆区,北京邮电大学对面,110000,010,110119
下板泉(公交站),BV10010926,"115.898207,40.502378",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y45路,110000,010,110119
太平庄中心小学,B000A7QHVJ,"115.88946,40.416142",科教文化服务;学校;小学,141203,北京市,北京市,延庆区,康庄镇刁五路,110000,010,110119
公共厕所,B0FFKIJUA8,"115.762634,40.420048",公共设施;公共厕所;公共厕所,200300,河北省,张家口市,怀来县,110国道西50米,130000,0313,130730
前黑龙庙村,B000A80128,"115.839899,40.460061",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
太师庄小学,B013901QLL,"115.834117,40.358021",科教文化服务;学校;小学,141203,河北省,张家口市,怀来县,北海路与东鸿雁街交叉路口往北约220米,130000,0313,130730
小南辛堡镇西(公交站),BV11577275,"115.723880,40.317773",交通设施服务;公交车站;公交车站相关,150700,河北省,张家口市,怀来县,怀来203路,130000,0313,130730
公共厕所,B01390QAD5,"115.772134,40.426903",公共设施;公共厕所;公共厕所,200300,河北省,张家口市,怀来县,110国道附近,130000,0313,130730
雅荷园,B000A7YKSJ,"115.93125,40.44182",风景名胜;公园广场;公园,110101,北京市,北京市,延庆区,延庆镇,110000,010,110119
花博园,B000A8Y9LO,"115.913757,40.443017",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,延庆区,,110000,010,110119
大营村,B0FFFALV0E,"115.901885,40.425546",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
北京邮电大学世纪学院停车场,B0FFG65GOF,"115.893542,40.374610",交通设施服务;停车场;公共停车场,150904,北京市,北京市,延庆区,康庄镇西官路北京邮电大学世纪学院,110000,010,110119
北京栖息.悦山雅居度假别墅,B0HR0AUNRA,"115.791839,40.451030",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,西街西九巷1号院,110000,010,110119
北京天天Michelle特色民宿,B0HRVATSWN,"115.825395,40.455891",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,西五里营村,110000,010,110119
康野路,BZDHPS00CD,"115.884071,40.386301",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
康馨学园,B0I6HU6926,"115.896972,40.373234",风景名胜;风景名胜;风景名胜,110200,北京市,北京市,延庆区,康庄镇西官路北京邮电大学世纪学院,110000,010,110119
公共厕所,B0I65U66V8,"115.894709,40.374318",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,康庄镇西官路北京邮电大学世纪学院,110000,010,110119
下营小学,B0FFH98R99,"115.790845,40.445816",科教文化服务;学校;小学,141203,北京市,北京市,延庆区,京银路附近,110000,010,110119
公共厕所(四街),B0FFHLSU0G,"115.897727,40.379970",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,康庄火车站旁,110000,010,110119
北京市海淀外国语实验学校京北校区,B0FFL65NVX,"115.756831,40.445958",科教文化服务;学校;高等院校|科教文化服务;学校;中学,141201|141202,河北省,张家口市,怀来县,北辛堡镇方家冲,130000,0313,130730
东门小筑精品民宿,B0HGJMHGCZ,"115.794300,40.451150",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,,110000,010,110119
阳光假日别墅,B000A7R0O7,"115.943623,40.358886",商务住宅;住宅区;别墅,120301,北京市,北京市,延庆区,,110000,010,110119
有家逸墅八号院,B0FFKME4YU,"115.880881,40.404087",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇苗家堡村南街21号,110000,010,110119
公共厕所,B0I63YV5W0,"115.906049,40.400410",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,,110000,010,110119
东官坊村,B000A8012R,"115.919421,40.426977",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
027县道,B0FFGRDDDM,"115.873331,40.412459",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
妫河森林公园-清风园,B0FFFS8OKA,"115.906829,40.439192",风景名胜;公园广场;植物园,110103,北京市,北京市,延庆区,环湖南路妫河森林公园,110000,010,110119
北京闲庭陋舍别墅,B0FFKV6MG6,"115.846818,40.456732",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇后黑龙庙村一区34号,110000,010,110119
乡村乐园宾馆,B013903HBV,"115.750647,40.411177",住宿服务;宾馆酒店;宾馆酒店,100100,河北省,张家口市,怀来县,京银路怀来县北辛堡镇中心校东南侧约130米,130000,0313,130730
华侨农场(公交站),BV10549530,"115.725594,40.311111",交通设施服务;公交车站;公交车站相关,150700,河北省,张家口市,怀来县,880路区间,130000,0313,130730
有家逸墅接待中心(九号院),B0FFL9B5NN,"115.880833,40.403482",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇刘浩营村中街三街三巷,110000,010,110119
大路村,B000A8012O,"115.929043,40.433526",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
养鹅池村,B0HK1OFVOD,"115.891645,40.391463",地名地址信息;普通地名;村组级地名,190109,北京市,北京市,延庆区,延庆区,110000,010,110119
怀来继福园宾馆,B01390QAD0,"115.778118,40.431193",住宿服务;住宿服务相关;住宿服务相关,100000,河北省,张家口市,怀来县,北辛堡镇G110京西大桃第一市场,130000,0313,130730
延庆玉皇庙(公交站),BV11483703,"115.895530,40.510786",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y40路,110000,010,110119
康草路,BZDHPR001Q,"115.881020,40.379649",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
东门营桥,B0FFKGV047,"115.797198,40.442932",地名地址信息;交通地名;桥,190307,北京市,北京市,延庆区,延庆区,110000,010,110119
妫家·观山幸遇民宿,B0I6GRO8XQ,"115.888895,40.419857",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇张老营村西街六巷15号,110000,010,110119
美丽园酒店,B0139000AC,"115.749298,40.408303",住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;中餐厅,100100|050100,河北省,张家口市,怀来县,110国道西50米,130000,0313,130730
康西桥,B000A8VI05,"115.855104,40.403538",地名地址信息;交通地名;桥,190307,北京市,北京市,延庆区,延庆区,110000,010,110119
紫泥春华博物馆,B0FFKJEEE6,"115.944458,40.441210",科教文化服务;博物馆;博物馆,140100,北京市,北京市,延庆区,北京世园公园隆庆街内,110000,010,110119
北京大自在民宿,B0FFK4GZKN,"115.888920,40.420295",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,太平庄村南街14号,110000,010,110119
北京金叶客栈,B0FFL11905,"115.792466,40.452020",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,东门营村西巷1号,110000,010,110119
东小河屯(公交站),BV10012640,"115.942756,40.482231",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
刘浩营村,B000A801F6,"115.881908,40.402881",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
清孔雀精品民宿秘境小院,B0FFLA4FMN,"115.879408,40.402734",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇刘浩营村康新建街12号野路北200米,110000,010,110119
延庆陶庄(公交站),BV11156422,"115.941879,40.484440",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
八达岭里炮红苹果度假村,B000A7OGML,"115.931219,40.354323",体育休闲服务;度假疗养场所;度假村|风景名胜;风景名胜相关;旅游景点,080401|110000,北京市,北京市,延庆区,八达岭镇里炮村八达岭里,110000,010,110119
北京帝都管家公寓(店),B0H33PNRLE,"115.776075,40.457851",住宿服务;宾馆酒店;宾馆酒店,100100,北京市,北京市,延庆区,区古崖居西侧原乡美利坚,110000,010,110119
北京松山森林旅游区,B000A7QH1E,"115.834355,40.511634",风景名胜;风景名胜;省级景点,110203,北京市,北京市,延庆区,张山营镇,110000,010,110119
卧牛山东海旅游区,B01390PRSO,"115.750312,40.374550",风景名胜;风景名胜相关;旅游景点,110000,河北省,张家口市,怀来县,北辛堡镇,130000,0313,130730
鲁庄(公交站),BV10012639,"115.941483,40.486038",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
北京有家逸墅客栈(西刘路分店),B0GUHATOWK,"115.880945,40.403388",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇刘浩营村中街三巷三号有家逸墅玖号院,110000,010,110119
延庆西辛庄(公交站),BV11156424,"115.947539,40.480838",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
帮水峪(公交站),BV10436680,"115.941263,40.326732",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y4路,110000,010,110119
北京健龙祥合生态农庄,B0FFGY58EA,"115.880624,40.393697",住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,100000|080500,北京市,北京市,延庆区,康庄镇屯军营村北街1号,110000,010,110119
东榆林村,B013902A2G,"115.876632,40.351912",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
延崇东红寺桥,B0HBNSW3X1,"115.936303,40.413220",地名地址信息;交通地名;立交桥,190306,北京市,北京市,延庆区,延庆区,110000,010,110119
北京武洪艳民宿,B0FFL2A9KW,"115.883042,40.413652",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,马刘路与康西路交叉口东北约200米,110000,010,110119
野鸭湖湿地公园酒店(南1门),B0FFL02RIZ,"115.857856,40.410665",通行设施;临街院门;临街院门,991400,北京市,北京市,延庆区,康野路附近,110000,010,110119
北京花涧别苑民宿,B0FFKQEI6B,"115.848521,40.455244",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,张山营镇后黑龙庙村一区60号,110000,010,110119
玉渡山路口(公交站),BV11483699,"115.902569,40.513785",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y40路,110000,010,110119
北京安平和精品酒店,B0HUG7S68E,"115.901422,40.373623",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇兴隆商业街179C,110000,010,110119
延庆玉皇庙路口(公交站),BV10523078,"115.900460,40.504900",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y45路,110000,010,110119
郎庄(公交站),BV10012638,"115.940347,40.490365",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
西红寺村,B000A801FE,"115.921755,40.402696",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
杨庄子村,B01390239Z,"115.892881,40.307574",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
踏青乐民宿,B0G3BLR3Z5,"115.848886,40.454800",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,张山营镇后黑龙庙村二区5号,110000,010,110119
北京市延庆区自然保护地管理处,B0HR0NOWJU,"115.857804,40.408848",政府机构及社会团体;政府机关;政府机关相关,130100,北京市,北京市,延庆区,康野路野鸭湖湿地公园-科研楼,110000,010,110119
舒歆民宿,B0HDUSKKUR,"115.849267,40.454766",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇后黑龙庙村二区4号,110000,010,110119
西鸿雁街,BZDHPR001I,"115.831506,40.355876",地名地址信息;交通地名;道路名,190301,河北省,张家口市,怀来县,怀来县,130000,0313,130730
大王庄村西区一巷,B0FFGQL0C2,"115.866770,40.382374",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
东鸿雁街,BZDHPR001H,"115.833585,40.356185",地名地址信息;交通地名;道路名,190301,河北省,张家口市,怀来县,怀来县,130000,0313,130730
奥伦达部落·葡萄酒博物馆,B0FFG6V18Q,"115.774516,40.459666",科教文化服务;博物馆;博物馆,140100,河北省,张家口市,怀来县,张山营镇古崖居西侧原乡美利坚社区,130000,0313,130730
古崖居路,BZDIPR003U,"115.799789,40.449130",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
花筑奢·闲山别墅民宿,B0H3TNFWWC,"115.820120,40.464676",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,辉煌国际花园10栋,110000,010,110119
北京艾AI度假别墅(西西路分店),B0I61M4X1X,"115.825395,40.455891",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,西西路西五里营村,110000,010,110119
北京木石特色民宿(西西路分店),B0I6YMU300,"115.825395,40.455891",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,西西路西五里营村,110000,010,110119
停车场,B0FFH5LU20,"115.892525,40.370746",交通设施服务;停车场;公共停车场,150904,北京市,北京市,延庆区,,110000,010,110119
下营东桥,B0FFKGV0RI,"115.802671,40.445778",地名地址信息;交通地名;桥,190307,北京市,北京市,延庆区,延庆区,110000,010,110119
石峡关(公交站),BV10436689,"115.940556,40.320994",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y4路,110000,010,110119
西羊坊(公交站),BV10010927,"115.912756,40.511380",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y45路,110000,010,110119
倔倔艺术民宿,B0FFLBCE65,"115.881324,40.391357",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,屯军营村马路西街11号,110000,010,110119
玉皇庙村,B000A800R7,"115.897232,40.511375",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
德青源(北京)生态园,B000A887V7,"115.829222,40.477862",公司企业;公司企业;公司企业,170000,北京市,北京市,延庆区,张山营镇水峪村古龙路6号,110000,010,110119
公共厕所,B01390QADA,"115.764078,40.420463",公共设施;公共厕所;公共厕所,200300,河北省,张家口市,怀来县,京银路,130000,0313,130730
129乡道,B0FFH3VKCN,"115.768095,40.442742",地名地址信息;交通地名;道路名,190301,河北省,张家口市,怀来县,怀来县,130000,0313,130730
西桑园公共厕所,B0H1SCHY9V,"115.909722,40.390082",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,天佑路农民就业产业基地对,110000,010,110119
官庄村(公交站),BV10508758,"115.705421,40.311749",交通设施服务;公交车站;公交车站相关,150700,河北省,张家口市,怀来县,880路;怀来203路;怀来880路东花园区间,130000,0313,130730
四通路,BZDHPR0020,"115.832017,40.357533",地名地址信息;交通地名;道路名,190301,河北省,张家口市,怀来县,怀来县,130000,0313,130730
公共厕所(二五一路口),B0H1SCIC72,"115.901329,40.372634",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,兴隆街肯德基对面,110000,010,110119
大营村委会(小大路),B000A8XN5C,"115.901887,40.425547",政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,130106,北京市,北京市,延庆区,小大路与西大路交叉口东150米,110000,010,110119
璞墅,B0H2XZF012,"115.828634,40.458911",商务住宅;住宅区;住宅小区,120302,北京市,北京市,延庆区,张山营镇西五里营村一41号,110000,010,110119
下营路与京银路交叉口,B0FFGGQFUZ,"115.787354,40.437257",地名地址信息;交通地名;路口名,190302,北京市,北京市,延庆区,延庆区,110000,010,110119
公共厕所,B0HGVRR42J,"115.872511,40.466080",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,世界葡萄博览园,110000,010,110119
北京梦在巷里小院,B0GU2AE31K,"115.893388,40.381090",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,康庄镇姬庄子后街137号,110000,010,110119
北京延庆逸时光民宿,B0HKLMQG09,"115.802204,40.456725",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇姚家营村沙河东一区65号,110000,010,110119
公共厕所(BJ-YQ-0109),B0HGVRQCBS,"115.881824,40.460683",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,世界葡萄博览园,110000,010,110119
有家·逸墅,B0FFJD487K,"115.887546,40.373091",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇榆林堡村康庄中学南,110000,010,110119
古崖居全貌,B0HKLSP7OY,"115.774454,40.466392",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,延庆区,张山营镇东门营村北古崖居园区,110000,010,110119
三街村,B000A801FC,"115.902339,40.377715",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
影视基地,B0HK01N8VQ,"115.774517,40.466316",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,延庆区,张山营镇东门营村北古崖居园区,110000,010,110119
泳驻小院,B0HA2ZR85E,"115.826270,40.457641",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇西五里营村10号,110000,010,110119
蚕房营村,B0FFFAN6FX,"115.743114,40.400293",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
北京塞北宜居精品民宿,B0I6USCN28,"115.801556,40.456829",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇姚家营村,110000,010,110119
张老营村,B000A8013Y,"115.890444,40.418611",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
风蚀龛,B0FFL130O3,"115.774426,40.467011",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,延庆区,张山营镇东门营村北古崖居风景名胜区,110000,010,110119
Tonight客栈(北京马刘路店),B0FFLGXPEG,"115.879077,40.406542",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,,110000,010,110119
姬庄子村,B0HK1OFVO8,"115.892057,40.381260",地名地址信息;普通地名;村组级地名,190109,北京市,北京市,延庆区,延庆区,110000,010,110119
屯军营村西街,B0FFGQNBS3,"115.873518,40.390238",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
下营通道三桥,B0FFKGV0LJ,"115.790217,40.442601",地名地址信息;交通地名;桥,190307,北京市,北京市,延庆区,延庆区,110000,010,110119
太大路,BZDIPS00IV,"115.893646,40.419849",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
山水兴酒店,B0FFKPNEA0,"115.895931,40.376246",住宿服务;宾馆酒店;宾馆酒店,100100,北京市,北京市,延庆区,康庄镇庄祥街旺都佳园西门对面,110000,010,110119
龙庆望都佳园,B000A8W78G,"115.898414,40.376776",商务住宅;住宅区;住宅小区,120302,北京市,北京市,延庆区,康庄镇,110000,010,110119
母婴室,B0GK1713XB,"115.857209,40.410320",公共设施;公共厕所;婴儿换洗间/哺乳室/母婴室,200304,北京市,北京市,延庆区,野鸭湖景区入口处(医务室旁边),110000,010,110119
蒲里日记·云雀精品民宿,B0HK3CSIY7,"115.882515,40.413343",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,康庄镇马营村一七巷3号,110000,010,110119
北京河光凯希农家餐厅,B0HB1UHD46,"115.793837,40.445899",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇下营村后坑街22号,110000,010,110119
北京向红亮农家餐厅,B0FFIBOIGP,"115.793908,40.451608",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,东门营村,110000,010,110119
公共厕所,B0HB26V4W7,"115.877026,40.465132",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,张山营镇下芦凤营村村南800米世界葡萄博览园综合服务中心,110000,010,110119
北京四合庭苑民宿,B0HUMRVBZJ,"115.802455,40.460846",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,张山营镇姚家营村四队后街20号,110000,010,110119
白龙潭,B0139029TH,"115.712054,40.474069",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
野鸭湖国家湿地公园停车场(入口),B0FFL9KXHJ,"115.861047,40.410450",交通设施服务;停车场;停车场入口,150907,北京市,北京市,延庆区,康野路野鸭湖风景区野鸭湖国家湿地公园-停车场内,110000,010,110119
狼山乡,B01390P92C,"115.688667,40.360633",地名地址信息;普通地名;乡镇级地名,190106,河北省,张家口市,怀来县,怀来县,130000,0313,130730
小曹营村,B0G22CUQ5U,"115.908494,40.369154",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
辛家堡(公交站),BV10010928,"115.919826,40.514297",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y45路,110000,010,110119
北京北七间民宿,B0FFKODQ2G,"115.865366,40.459368",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,张山营镇西卓家营村东街西一巷7号,110000,010,110119
田宋营(公交站),BV10012637,"115.934523,40.506046",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y5路,110000,010,110119
蔡家河,B0FFGFA37N,"115.880873,40.456406",地名地址信息;自然地名;河流,190204,北京市,北京市,延庆区,延庆区,110000,010,110119
北京禾多田小院,B0FFL0ZQHS,"115.826570,40.458906",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,大正北街北40号,110000,010,110119
三营村,B013902A26,"115.710992,40.356369",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
西官路,BZDHPS00CN,"115.883150,40.371003",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
前山景区,B0FFKDPMV8,"115.774969,40.466315",风景名胜;风景名胜相关;旅游景点,110000,北京市,北京市,延庆区,张山营镇东门营村北古崖居遗址,110000,010,110119
新中区三巷,B0FFGQP74R,"115.867057,40.379450",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
八达岭孔雀城小镇中心(公交站),BV11377528,"115.903511,40.320178",交通设施服务;公交车站;公交车站相关,150700,河北省,张家口市,怀来县,怀来203路支线,130000,0313,130730
窑沟,B013902A2C,"115.691722,40.414174",地名地址信息;自然地名;山,190203,河北省,张家口市,怀来县,怀来县,130000,0313,130730
屯军营村,B000A82Y00,"115.879522,40.390451",地名地址信息;普通地名;村庄级地名,190108,北京市,北京市,延庆区,延庆区,110000,010,110119
北京秋芳雨成民宿,B0GUHCS18W,"115.848376,40.454048",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营后黑龙庙村二区39号,110000,010,110119
创新家园起步区中心公园(建设中),B0GUOZ23IR,"115.911383,40.369151",风景名胜;公园广场;公园,110101,北京市,北京市,延庆区,康张路与康庄大道交叉口东南角,110000,010,110119
冬奥人家-踏青探迷精品民宿,B0H0ZUVGWK,"115.794075,40.451090",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇东门营村东六巷四号,110000,010,110119
白庄村,B013902A8W,"115.755863,40.325683",地名地址信息;普通地名;村庄级地名,190108,河北省,张家口市,怀来县,怀来县,130000,0313,130730
怀来马友农家院,B0FFF0ELBE,"115.833115,40.359761",住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,100000|080500,河北省,张家口市,怀来县,京西草原路口前50米,130000,0313,130730
野山峡(公交站),BV10010929,"115.925126,40.516089",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y45路,110000,010,110119
云水谈民宿小院,B0HD6SAN7S,"115.800377,40.457952",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇姚家营村沙河西40,110000,010,110119
佟庄村(公交站),BV10572745,"115.696628,40.305933",交通设施服务;公交车站;公交车站相关,150700,河北省,张家口市,怀来县,880路;怀来203路;怀来880路东花园区间,130000,0313,130730
原乡春风得意民宿小院,B0FFLPN7TD,"115.800131,40.457924",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,姚家营村73号,110000,010,110119
小巷深处人家民宿停车场,B0HUXAKGFQ,"115.799043,40.446261",交通设施服务;停车场;停车场相关,150900,北京市,北京市,延庆区,,110000,010,110119
康元路-道路停车位,B0FFG8590R,"115.902850,40.374781",交通设施服务;停车场;路边停车场,150906,北京市,北京市,延庆区,文汇街2号附近,110000,010,110119
野山峡景区(公交站),BV11483702,"115.925924,40.518850",交通设施服务;公交车站;公交车站相关,150700,北京市,北京市,延庆区,Y40路,110000,010,110119
公共厕所(BJ-YQ-0108),B0HAKPIO1L,"115.881849,40.465704",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,世界葡萄博览园,110000,010,110119
延康路,BZDHPS00BL,"115.888663,40.377744",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
聚闲阁民宿,B0H377CEJW,"115.801565,40.459211",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,姚家营,110000,010,110119
返璞隐居民宿,B0IBGHGD5G,"115.847817,40.455784",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇后黑龙庙村一40号,110000,010,110119
公共厕所(大王庄小区),B0H1SCIZUD,"115.910328,40.376363",公共设施;公共厕所;公共厕所,200300,北京市,北京市,延庆区,大王庄小区中区东门,110000,010,110119
世园路桥,B0HA5SNPOL,"115.946628,40.425808",地名地址信息;交通地名;立交桥,190306,北京市,北京市,延庆区,延庆区,110000,010,110119
北京倾城居民宿,B0HD5MHTRV,"115.892180,40.381678",住宿服务;旅馆招待所;旅馆招待所,100200,北京市,北京市,延庆区,康庄镇四街姬庄子后街20号,110000,010,110119
怀来锦湖宾馆,B0FFJDFEW5,"115.761383,40.419161",住宿服务;宾馆酒店;宾馆酒店,100100,河北省,张家口市,怀来县,京银路怀来县北辛堡镇卫生院西南侧约150米,130000,0313,130730
兴阳线,B0FFGRDA79,"115.876271,40.362128",地名地址信息;交通地名;道路名,190301,北京市,北京市,延庆区,延庆区,110000,010,110119
北京那家雅筑民宿,B0HR1HBPOM,"115.846471,40.456460",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇后黑龙庙村,110000,010,110119
姚家营村南北舍精品民宿,B0FFJMC5X1,"115.800441,40.456680",住宿服务;住宿服务相关;住宿服务相关,100000,北京市,北京市,延庆区,张山营镇姚家营村南,110000,010,110119
